0.00187	,18.5
0.00318	,20.3
0.00448	,18.2
0.00647	,19.4
0.01300	,18
0.01910	,15.2
0.03150	,12.8
0.04480	,10.3
0.06420	,7.46
0.12600	,3.95
0.19100	,2.96
0.31500	,2.62
0.44800	,1.94
0.63600	,1.51
1.30000	,1.01
1.95000	,0.954
3.26000	,0.838
4.59000	,0.652
